game_id;teams;date;qtr;yards;time
2013090500;DEN@BAL;2013-09-05;1;0;12
2013090500;BAL@DEN;2013-09-05;1;0;14
2013090500;DEN@BAL;2013-09-05;1;0;4
2013090500;DEN@BAL;2013-09-05;2;0;14
2013090500;DEN@BAL;2013-09-05;2;0;4
2013090500;BAL@DEN;2013-09-05;2;0;9
2013090500;BAL@DEN;2013-09-05;2;3;5
2013090500;BAL@DEN;2013-09-05;2;5;15
2013090500;BAL@DEN;2013-09-05;3;0;10
2013090500;BAL@DEN;2013-09-05;3;0;12
2013090500;DEN@BAL;2013-09-05;3;0;2
2013090500;DEN@BAL;2013-09-05;3;0;4
2013090500;BAL@DEN;2013-09-05;3;14;2
2013090500;BAL@DEN;2013-09-05;3;14;6
2013090500;BAL@DEN;2013-09-05;4;0;3
2013090500;DEN@BAL;2013-09-05;4;13;9
2013090500;BAL@DEN;2013-09-05;4;27;15
2013090812;DAL@NYG;2013-09-08;1;-2;11
2013090806;JAC@KC;2013-09-08;1;0;1
2013090806;JAC@KC;2013-09-08;1;0;1
2013090811;GB@SF;2013-09-08;1;0;10
2013090803;MIA@CLE;2013-09-08;1;0;10
2013090807;NYJ@TB;2013-09-08;1;0;10
2013090801;CAR@SEA;2013-09-08;1;0;11
2013090810;STL@ARI;2013-09-08;1;0;12
2013090806;KC@JAC;2013-09-08;1;0;13
2013090800;NE@BUF;2013-09-08;1;0;13
2013090811;GB@SF;2013-09-08;1;0;14
2013090800;BUF@NE;2013-09-08;1;0;3
2013090809;TEN@PIT;2013-09-08;1;0;4
2013090806;KC@JAC;2013-09-08;1;0;5
2013090807;TB@NYJ;2013-09-08;1;0;5
2013090810;ARI@STL;2013-09-08;1;0;6
2013090801;SEA@CAR;2013-09-08;1;0;6
2013090802;CHI@CIN;2013-09-08;1;0;8
2013090806;JAC@KC;2013-09-08;1;0;8
2013090808;ATL@NO;2013-09-08;1;1;14
2013090806;JAC@KC;2013-09-08;1;3;14
2013090803;CLE@MIA;2013-09-08;1;3;9
2013090802;CIN@CHI;2013-09-08;1;3;9
2013090807;NYJ@TB;2013-09-08;1;7;4
2013090808;NO@ATL;2013-09-08;1;8;12
2013090804;MIN@DET;2013-09-08;1;8;4
2013090807;TB@NYJ;2013-09-08;1;9;12
2013090811;SF@GB;2013-09-08;1;9;13
2013090801;SEA@CAR;2013-09-08;1;10;9
2013090809;PIT@TEN;2013-09-08;1;12;1
2013090801;CAR@SEA;2013-09-08;1;12;4
2013090800;BUF@NE;2013-09-08;1;16;9
2013090801;CAR@SEA;2013-09-08;1;22;6
2013090807;NYJ@TB;2013-09-08;1;28;8
2013090806;JAC@KC;2013-09-08;1;36;11
2013090802;CHI@CIN;2013-09-08;1;50;15
2013090804;MIN@DET;2013-09-08;2;-1;10
2013090803;CLE@MIA;2013-09-08;2;-1;12
2013090812;DAL@NYG;2013-09-08;2;0;1
2013090802;CIN@CHI;2013-09-08;2;0;1
2013090808;ATL@NO;2013-09-08;2;0;1
2013090804;DET@MIN;2013-09-08;2;0;11
2013090800;NE@BUF;2013-09-08;2;0;11
2013090800;BUF@NE;2013-09-08;2;0;12
2013090811;SF@GB;2013-09-08;2;0;13
2013090802;CHI@CIN;2013-09-08;2;0;13
2013090806;KC@JAC;2013-09-08;2;0;13
2013090800;NE@BUF;2013-09-08;2;0;14
2013090809;TEN@PIT;2013-09-08;2;0;15
2013090805;OAK@IND;2013-09-08;2;0;2
2013090802;CHI@CIN;2013-09-08;2;0;2
2013090806;KC@JAC;2013-09-08;2;0;2
2013090800;BUF@NE;2013-09-08;2;0;2
2013090805;IND@OAK;2013-09-08;2;0;3
2013090808;ATL@NO;2013-09-08;2;0;6
2013090800;NE@BUF;2013-09-08;2;0;6
2013090811;SF@GB;2013-09-08;2;0;7
2013090802;CHI@CIN;2013-09-08;2;0;8
2013090807;TB@NYJ;2013-09-08;2;0;8
2013090811;GB@SF;2013-09-08;2;0;9
2013090803;MIA@CLE;2013-09-08;2;1;10
2013090806;JAC@KC;2013-09-08;2;4;4
2013090809;PIT@TEN;2013-09-08;2;5;10
2013090805;IND@OAK;2013-09-08;2;5;2
2013090809;TEN@PIT;2013-09-08;2;7;8
2013090804;MIN@DET;2013-09-08;2;10;5
2013090804;DET@MIN;2013-09-08;2;11;7
2013090800;BUF@NE;2013-09-08;2;14;11
2013090812;NYG@DAL;2013-09-08;2;14;9
2013090806;JAC@KC;2013-09-08;2;15;12
2013090805;OAK@IND;2013-09-08;2;23;15
2013090803;MIA@CLE;2013-09-08;2;31;9
2013090803;MIA@CLE;2013-09-08;3;0;1
2013090800;NE@BUF;2013-09-08;3;0;1
2013090803;CLE@MIA;2013-09-08;3;0;10
2013090806;JAC@KC;2013-09-08;3;0;10
2013090805;IND@OAK;2013-09-08;3;0;11
2013090803;MIA@CLE;2013-09-08;3;0;11
2013090807;NYJ@TB;2013-09-08;3;0;11
2013090801;SEA@CAR;2013-09-08;3;0;12
2013090806;KC@JAC;2013-09-08;3;0;12
2013090803;CLE@MIA;2013-09-08;3;0;13
2013090809;TEN@PIT;2013-09-08;3;0;13
2013090804;MIN@DET;2013-09-08;3;0;14
2013090809;PIT@TEN;2013-09-08;3;0;14
2013090803;MIA@CLE;2013-09-08;3;0;15
2013090802;CIN@CHI;2013-09-08;3;0;2
2013090807;TB@NYJ;2013-09-08;3;0;2
2013090800;BUF@NE;2013-09-08;3;0;2
2013090807;NYJ@TB;2013-09-08;3;0;3
2013090808;ATL@NO;2013-09-08;3;0;4
2013090809;PIT@TEN;2013-09-08;3;0;4
2013090806;KC@JAC;2013-09-08;3;0;5
2013090812;DAL@NYG;2013-09-08;3;0;6
2013090807;TB@NYJ;2013-09-08;3;0;6
2013090811;SF@GB;2013-09-08;3;0;7
2013090801;CAR@SEA;2013-09-08;3;0;7
2013090810;STL@ARI;2013-09-08;3;0;8
2013090806;KC@JAC;2013-09-08;3;0;8
2013090812;NYG@DAL;2013-09-08;3;0;9
2013090810;ARI@STL;2013-09-08;3;1;12
2013090808;ATL@NO;2013-09-08;3;1;5
2013090811;GB@SF;2013-09-08;3;7;8
2013090812;DAL@NYG;2013-09-08;3;8;14
2013090804;MIN@DET;2013-09-08;3;8;14
2013090806;JAC@KC;2013-09-08;3;9;4
2013090809;PIT@TEN;2013-09-08;3;10;11
2013090808;NO@ATL;2013-09-08;3;13;14
2013090806;JAC@KC;2013-09-08;3;13;6
2013090811;SF@GB;2013-09-08;3;16;7
2013090803;CLE@MIA;2013-09-08;3;74;13
2013090802;CIN@CHI;2013-09-08;4;-2;7
2013090806;KC@JAC;2013-09-08;4;0;10
2013090806;JAC@KC;2013-09-08;4;0;11
2013090811;SF@GB;2013-09-08;4;0;12
2013090807;TB@NYJ;2013-09-08;4;0;12
2013090804;DET@MIN;2013-09-08;4;0;13
2013090803;CLE@MIA;2013-09-08;4;0;13
2013090806;KC@JAC;2013-09-08;4;0;14
2013090808;NO@ATL;2013-09-08;4;0;14
2013090809;TEN@PIT;2013-09-08;4;0;15
2013090800;BUF@NE;2013-09-08;4;0;15
2013090810;ARI@STL;2013-09-08;4;0;2
2013090812;DAL@NYG;2013-09-08;4;0;3
2013090807;NYJ@TB;2013-09-08;4;0;3
2013090806;KC@JAC;2013-09-08;4;0;4
2013090807;TB@NYJ;2013-09-08;4;0;4
2013090811;GB@SF;2013-09-08;4;0;5
2013090804;DET@MIN;2013-09-08;4;0;5
2013090810;ARI@STL;2013-09-08;4;0;6
2013090800;NE@BUF;2013-09-08;4;0;6
2013090806;JAC@KC;2013-09-08;4;0;7
2013090800;BUF@NE;2013-09-08;4;0;9
2013090811;GB@SF;2013-09-08;4;1;14
2013090810;STL@ARI;2013-09-08;4;1;4
2013090807;NYJ@TB;2013-09-08;4;2;15
2013090800;BUF@NE;2013-09-08;4;2;5
2013090809;PIT@TEN;2013-09-08;4;4;13
2013090808;ATL@NO;2013-09-08;4;5;10
2013090801;CAR@SEA;2013-09-08;4;5;14
2013090812;NYG@DAL;2013-09-08;4;5;6
2013090804;MIN@DET;2013-09-08;4;11;7
2013090801;CAR@SEA;2013-09-08;4;14;14
2013090812;DAL@NYG;2013-09-08;4;14;7
2013090809;PIT@TEN;2013-09-08;4;27;6
2013090901;SD@HOU;2013-09-09;1;0;10
2013090901;HOU@SD;2013-09-09;1;0;14
2013090900;PHI@WAS;2013-09-09;1;0;3
2013090900;PHI@WAS;2013-09-09;1;0;6
2013090900;WAS@PHI;2013-09-09;2;0;14
2013090900;WAS@PHI;2013-09-09;2;0;5
2013090901;SD@HOU;2013-09-09;2;0;7
2013090900;WAS@PHI;2013-09-09;2;0;9
2013090900;PHI@WAS;2013-09-09;2;5;10
2013090901;SD@HOU;2013-09-09;3;7;4
2013090900;PHI@WAS;2013-09-09;3;9;4
2013090900;PHI@WAS;2013-09-09;3;10;5
2013090900;PHI@WAS;2013-09-09;4;0;10
2013090900;PHI@WAS;2013-09-09;4;0;4
2013090901;SD@HOU;2013-09-09;4;0;5
2013090901;HOU@SD;2013-09-09;4;0;6
2013090901;SD@HOU;2013-09-09;4;5;10
2013090901;HOU@SD;2013-09-09;4;5;10
2013090901;HOU@SD;2013-09-09;4;8;13
2013090901;SD@HOU;2013-09-09;4;9;14
2013091200;NE@NYJ;2013-09-12;1;0;11
2013091200;NYJ@NE;2013-09-12;1;0;13
2013091200;NE@NYJ;2013-09-12;1;0;2
2013091200;NE@NYJ;2013-09-12;2;0;14
2013091200;NE@NYJ;2013-09-12;2;0;3
2013091200;NYJ@NE;2013-09-12;2;0;4
2013091200;NE@NYJ;2013-09-12;2;0;8
