start_time;duracion;end_time;comparisons;swaps;game_id;teams;yards;qtr
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016112701;BAL@CIN;-23;4
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016091101;BUF@BAL;-7;4
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016121112;ATL@LA;-7;4
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016092508;SF@SEA;-6;2
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016121101;CAR@SD;-6;4
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016121804;JAX@HOU;-6;1
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016112709;DEN@KC;-5;1
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016120800;OAK@KC;-4;2
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016121108;NO@TB;-4;1
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016122411;HOU@CIN;-4;2
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2017010115;SEA@SF;-4;4
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016092504;BAL@JAX;-3;3
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016100208;TB@DEN;-3;3
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016100600;ARI@SF;-3;2
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016100909;BUF@LA;-3;3
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016101700;NYJ@ARI;-3;1
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016103004;HOU@DET;-3;3
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016111000;BAL@CLE;-3;1
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016111306;TB@CHI;-3;3
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016112008;MIA@LA;-3;2
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016112704;NYG@CLE;-3;3
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016122501;DEN@KC;-3;3
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016091108;TEN@MIN;-2;3
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016092504;BAL@JAX;-2;1
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016100909;LA@BUF;-2;2
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016102306;BAL@NYJ;-2;4
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016102312;SEA@ARI;-2;3
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016110601;BAL@PIT;-2;4
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016110700;BUF@SEA;-2;2
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016111304;LA@NYJ;-2;2
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016111304;LA@NYJ;-2;3
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016112004;TEN@IND;-2;3
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016120800;OAK@KC;-2;2
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016121803;TB@DAL;-2;4
1739498667.3927;0.6996s;1739498668.0924;2922153;895535;2016122405;JAX@TEN;-2;1
