start_time;duracion;end_time;comparisons;swaps;game_id;teams;yards;qtr
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014112000;OAK@KC;-12;2
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014113002;TEN@HOU;-10;1
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014122813;OAK@DEN;-8;4
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014092106;NO@MIN;-5;2
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014111609;SD@OAK;-5;3
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014110901;KC@BUF;-4;4
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014090709;MIN@STL;-3;2
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014092100;BUF@SD;-3;4
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014092106;MIN@NO;-3;1
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014092802;BUF@HOU;-3;1
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014110300;IND@NYG;-3;2
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014090704;KC@TEN;-2;1
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014090712;DEN@IND;-2;4
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014091405;ARI@NYG;-2;3
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014091403;CLE@NO;-2;2
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014092100;BUF@SD;-2;1
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014092810;NO@DAL;-2;4
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014100506;NYG@ATL;-2;2
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014100509;ARI@DEN;-2;3
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014100510;SD@NYJ;-2;4
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014101200;CHI@ATL;-2;3
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014110209;OAK@SEA;-2;2
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014110901;BUF@KC;-2;2
1739498673.9140;0.2699s;1739498674.1839;925941;925941;2014110904;NO@SF;-2;1
